ref_char,first_frame_touch_x,first_frame_touch_y,prev_shift
ㅏ,0.8152699183736114,0.5055530803763326,False
ㅈ,0.1202098566612768,0.26302848642714294,False
ㅣ,0.9232924921741741,0.5488861399480924,False
ㅁ,0.10199004975124377,0.4581836839404823,False
ㅏ,0.7885572139303483,0.48773730118009234,False
ㅈ,0.16666666666666666,0.27429451000513083,False
ㅇ,0.2885572139303483,0.4910210364289379,False
ㅏ,0.8084577114427861,0.4811698306824012,False
[SPACE],0.6119402985074627,0.8752180605438686,False
ㅈ,0.15422885572139303,0.26444330425859414,False
ㅓ,0.7064676616915423,0.49758850692662904,False
ㅇ,0.2935323383084577,0.4746023601847101,False
ㅁ,0.08706467661691543,0.4483324781939456,False
ㅏ,0.8084577114427861,0.49430477167778347,False
ㄹ,0.3855721393034826,0.4614674191893279,False
[SPACE],0.6268656716417911,0.8489481785531041,False
ㅇ,0.291044776119403,0.46475115443817344,False
ㅜ,0.6940298507462687,0.6716264751154438,False
ㅣ,0.9079601990049752,0.47131862493586457,False
ㅎ,0.49502487562189057,0.5041559774243202,False
ㅓ,0.6741293532338308,0.5107234479220113,False
ㅁ,0.07711442786069651,0.4746023601847101,False
ㅎ,0.4925373134328358,0.5107234479220113,False
ㅏ,0.7835820895522388,0.48773730118009234,False
ㄴ,0.19900497512437812,0.47131862493586457,False
[SPACE],0.599502487562189,0.8456644433042586,False
ㅅ,0.4502487562189055,0.26115956900974857,False
ㅡ,0.8009950248756219,0.6880451513596716,False
ㅍ,0.47512437810945274,0.7143150333504361,False
ㅗ,0.5945273631840796,0.5107234479220113,False
ㅊ,0.3681592039800995,0.678193945613135,False
ㅡ,0.7960199004975125,0.6749102103642893,False
[SPACE],0.6442786069651741,0.8620831195484864,False
ㅈ,0.14427860696517414,0.2677270395074397,False
ㅜ,0.7064676616915423,0.707747562852745,False
ㅇ,0.27860696517412936,0.4614674191893279,False
[SPACE],0.6119402985074627,0.8456644433042586,False
ㅎ,0.5223880597014925,0.4614674191893279,False
[MISS],0.7935323383084577,0.543560800410467,False
ㄴ,0.2064676616915423,0.4746023601847101,False
[BKSP],0.9079601990049752,0.6880451513596716,False
ㅏ,0.7761194029850746,0.5074397126731657,False
[BKSP],0.9029850746268657,0.707747562852745,False
[BKSP],0.9079601990049752,0.7044638276038995,False
ㅎ,0.4975124378109453,0.46475115443817344,False
ㅏ,0.7835820895522388,0.5008722421754745,False
ㄴ,0.1791044776119403,0.4746023601847101,False
ㅏ,0.7835820895522388,0.4910210364289379,False
ㅇ,0.291044776119403,0.4746023601847101,False
ㅣ,0.9054726368159204,0.5304258594150847,False
ㄴ,0.19154228855721392,0.47788609543355565,False
[SPACE],0.6194029850746269,0.8358132375577219,False
ㄱ,0.3383084577114428,0.2874294510005131,False
ㅓ,0.6865671641791045,0.5172909184197024,False
ㅅ,0.44776119402985076,0.27429451000513083,False
[SPACE],0.6119402985074627,0.842380708055413,False
ㄱ,0.3582089552238806,0.27101077475628527,False
ㅏ,0.8034825870646766,0.5008722421754745,False
ㅌ,0.27114427860696516,0.707747562852745,False
[MISS],0.2860696517412935,0.5534120061570036,False
ㅏ,0.7985074626865671,0.48773730118009234,False
[BKSP],0.9328358208955224,0.7011800923550539,False
[BKSP],0.9303482587064676,0.7044638276038995,False
[BKSP],0.9303482587064676,0.707747562852745,False
ㄱ,0.34577114427860695,0.27101077475628527,False
ㅏ,0.7985074626865671,0.4910210364289379,False
ㅌ,0.29850746268656714,0.678193945613135,False
ㅇ,0.3009950248756219,0.4581836839404823,False
ㅏ,0.8059701492537313,0.49758850692662904,False
ㅇ,0.33078880407124683,0.502834348099937,False
ㅏ,0.7760814249363868,0.4658828469452026,False
ㅇ,0.3384223918575064,0.475960529078312,False
ㅏ,0.7862595419847328,0.4793197564560151,False
ㅍ,0.5241730279898219,0.684232626495906,False
ㅇ,0.26717557251908397,0.4692420743229057,False
ㅡ,0.7760814249363868,0.6707957169850934,False
ㄹ,0.3969465648854962,0.4860382112114214,False
[MISS],0.549618320610687,0.529708167121562,False
[SPACE],0.4529262086513995,0.9395339072013437,False
[MISS],0.1628498727735369,0.4994751207222339,False
ㅏ,0.7938931297709924,0.4726013017006089,False
[SPACE],0.5267175572519084,0.9193785429351249,False
[BKSP],0.9363867684478372,0.6204073063195465,False
[MISS],0.9312977099236641,0.553222758765484,False
[MISS],0.9312977099236641,0.5767373504094059,False
[MISS],0.9414758269720102,0.5733781230317027,False
[BKSP],0.9592875318066157,0.5868150325425152,False
[BKSP],0.9338422391857506,0.5935334872979214,False
[BKSP],0.9389312977099237,0.6103296241864371,False
[BKSP],0.8956743002544529,0.6372034432080621,False
ㅊ,0.4402035623409669,0.5935334872979214,False
ㅇ,0.3104325699745547,0.40877598152424943,False
[BKSP],0.916030534351145,0.6539995800965778,False
[BKSP],0.9236641221374046,0.6271257610749528,False
ㅇ,0.30788804071246817,0.475960529078312,False
ㅏ,0.7938931297709924,0.4558051648120932,False
ㅍ,0.5165394402035624,0.6808733991182028,False
ㅇ,0.2951653944020356,0.4558051648120932,False
ㅡ,0.7989821882951654,0.6741549443627965,False
ㄹ,0.3842239185750636,0.449086710056687,False
ㅗ,0.5572519083969466,0.4860382112114214,False
[SPACE],0.49363867684478374,0.9093008608020156,False
ㄴ,0.16539440203562342,0.4322905731681713,False
ㅏ,0.7913486005089059,0.4591643921897963,False
[SPACE],0.5114503816793893,0.895863951291203,False
ㅇ,0.2824427480916031,0.42221289103506193,False
ㅓ,0.6844783715012722,0.4558051648120932,False
[MISS],0.01272264631043257,0.18706697459584296,False
ㅅ,0.4223918575063613,0.28448456854923365,False
[BKSP],0.9516539440203562,0.6304849884526559,False
ㅂ,0.03816793893129771,0.26432920428301493,False
ㅅ,0.4173027989821883,0.28112534117153054,False
ㅇ,0.30279898218829515,0.475960529078312,False
ㅡ,0.7989821882951654,0.684232626495906,False
ㄹ,0.40966921119592875,0.502834348099937,False
ㄸ,0.24936386768447838,0.28448456854923365,True
ㅐ,0.8371501272264631,0.25425152214990554,False
[MISS],0.4758269720101781,0.9697669536006719,False
ㅇ,0.2900763358778626,0.4726013017006089,False
ㅗ,0.5776081424936387,0.48267898383371827,False
ㅏ,0.821882951653944,0.4524459374343901,False
[BKSP],0.8956743002544529,0.6674364896073903,False
[BKSP],0.926208651399491,0.6573588074742809,False
[BKSP],0.9287531806615776,0.6372034432080621,False
[SPACE],0.5190839694656488,0.9328154524459374,False
ㅇ,0.28498727735368956,0.4524459374343901,False
ㅗ,0.5801526717557252,0.49611589334453077,False
ㅏ,0.821882951653944,0.4692420743229057,False
ㅅ,0.46055979643765904,0.29456225068234304,False
ㅓ,0.6717557251908397,0.5129120302330464,False
[SPACE],0.4758269720101781,0.9126600881797187,False
ㄷ,0.24173027989821882,0.3012807054377493,False
ㅜ,0.6793893129770993,0.684232626495906,False
ㅣ,0.9083969465648855,0.4893974385891245,False
ㅈ,0.14249363867684478,0.2508922947722024,False
[MISS],0.9440203562340967,0.4658828469452026,False
ㅣ,0.8956743002544529,0.4726013017006089,False
ㄴ,0.17048346055979643,0.4524459374343901,False
ㅡ,0.7913486005089059,0.6808733991182028,False
ㄴ,0.19083969465648856,0.4423682553012807,False
ㄱ,0.3638676844783715,0.27776611379382743,False
ㅓ,0.6870229007633588,0.4726013017006089,False
[SPACE],0.5012722646310432,0.9093008608020156,False
ㅇ,0.3256997455470738,0.4692420743229057,False
ㅏ,0.7938931297709924,0.4726013017006089,False
ㄴ,0.21374045801526717,0.4625236195674995,False
ㅣ,0.9007633587786259,0.4994751207222339,False
ㄴ,0.2010178117048346,0.4625236195674995,False
ㄱ,0.3435114503816794,0.2878437959269368,False
ㅏ,0.7659033078880407,0.475960529078312,False
[MISS],0.06615776081424936,0.4289313457904682,False
ㅗ,0.5776081424936387,0.5229897123661558,False
ㄹ,0.4300254452926209,0.4558051648120932,False
[BKSP],0.9338422391857506,0.6271257610749528,False
[BKSP],0.9312977099236641,0.6372034432080621,False
[MISS],0.44783715012722647,0.6136888515641402,False
ㅡ,0.8091603053435115,0.6405626705857653,False
[BKSP],0.9338422391857506,0.6304849884526559,False
[MISS],0.06615776081424936,0.41549443627965565,False
ㅁ,0.06870229007633588,0.4558051648120932,False
ㅗ,0.6081424936386769,0.4793197564560151,False
ㄹ,0.40966921119592875,0.4692420743229057,False
ㄹ,0.4020356234096692,0.475960529078312,False
ㅠ,0.6361323155216285,0.6304849884526559,False
ㅍ,0.4631043256997455,0.6271257610749528,False
[BKSP],0.8829516539440203,0.6204073063195465,False
[BKSP],0.9414758269720102,0.6237665336972497,False
ㅏ,0.7735368956743003,0.4625236195674995,False
ㅈ,0.1497584541062802,0.25707453168593064,False
ㅏ,0.7898550724637681,0.41968911917098445,False
ㄱ,0.35507246376811596,0.26345157433240335,False
[MISS],0.06521739130434782,0.4675169390195297,False
ㅜ,0.6714975845410628,0.716221602231965,False
ㄴ,0.18357487922705315,0.4738939816660024,False
[BKSP],0.9082125603864735,0.6460741331207652,False
[BKSP],0.9130434782608695,0.6333200478278198,False
[BKSP],0.9130434782608695,0.652451175767238,False
[BKSP],0.9178743961352657,0.6588282184137106,False
ㅈ,0.15217391304347827,0.23156636110003986,False
ㅏ,0.7898550724637681,0.4037465125548027,False
ㄱ,0.3333333333333333,0.25069748903945793,False
ㅁ,0.09420289855072464,0.47070546034276606,False
ㅜ,0.6956521739130435,0.6683937823834197,False
ㄴ,0.20772946859903382,0.46113989637305697,False
ㅎ,0.46859903381642515,0.45795137504982064,False
ㅏ,0.782608695652174,0.46113989637305697,False
ㄹ,0.38405797101449274,0.4547628537265843,False
ㄸ,0.2608695652173913,0.23794340374651254,True
ㅐ,0.8478260869565217,0.23794340374651254,False
[SPACE],0.6111111111111112,0.8884017536867278,False
ㅎ,0.4806763285024155,0.47070546034276606,False
ㅣ,0.8695652173913043,0.4292546831406935,False
[MISS],0.04589371980676329,0.47708250298923877,False
ㄷ,0.2608695652173913,0.26982861697887606,False
ㅡ,0.8019323671497585,0.6588282184137106,False
ㄹ,0.3888888888888889,0.4420087684336389,False
ㄷ,0.28743961352657005,0.2538860103626943,False
[BKSP],0.9202898550724637,0.5918692706257473,False
[BKSP],0.927536231884058,0.6110003985651654,False
[BKSP],0.9202898550724637,0.6141889198884017,False
ㅎ,0.4830917874396135,0.4675169390195297,False
ㅣ,0.927536231884058,0.4388202471104026,False
ㅁ,0.07246376811594203,0.47708250298923877,False
ㄷ,0.24154589371980675,0.25707453168593064,False
ㅡ,0.8188405797101449,0.6428856117975289,False
ㄹ,0.3864734299516908,0.46432841769629335,False
ㄷ,0.2584541062801932,0.2092467118373854,False
ㅏ,0.8043478260869565,0.45795137504982064,False
ㅁ,0.0821256038647343,0.4483858110801116,False
ㅕ,0.6280193236714976,0.25069748903945793,False
ㅠ,0.5772946859903382,0.6588282184137106,False
ㅠ,0.5700483091787439,0.6715823037066561,False
[BKSP],0.961352657004831,0.6843363889996015,False
[BKSP],0.9589371980676329,0.652451175767238,False
[SPACE],0.606280193236715,0.9043443603029095,False
ㅠ,0.5966183574879227,0.681147867676365,False
ㅠ,0.6159420289855072,0.6970904742925468,False
ㄹ,0.4198473282442748,0.5229897123661558,False
[MISS],0.8091603053435115,0.3583875708587025,False
[MISS],0.24936386768447838,0.475960529078312,False
ㅓ,0.7251908396946565,0.4860382112114214,False
[MISS],0.1450381679389313,0.3583875708587025,False
[MISS],0.6972010178117048,0.5700188956539995,False
ㄴ,0.22391857506361323,0.41213520890195254,False
ㅏ,0.7888040712468194,0.4457274826789838,False
ㅇ,0.3231552162849873,0.5162712576107495,False
ㅏ,0.8244274809160306,0.40205752676884315,False
ㄴ,0.24173027989821882,0.48267898383371827,False
ㅏ,0.8244274809160306,0.39869829939114004,False
ㄴ,0.19338422391857507,0.4558051648120932,False
ㅏ,0.8015267175572519,0.42221289103506193,False
[MISS],0.1628498727735369,0.371824480369515,False
[MISS],0.6766857506361323,0.5889670375813563,False
[MISS],0.20610687022900764,0.37854293512492126,False
[MISS],0.7404580152671756,0.5229897123661558,False
ㅇ,0.27735368956743,0.4726013017006089,False
ㅏ,0.7608142493638677,0.4860382112114214,False
ㅇ,0.29770992366412213,0.49275666596682766,False
ㅏ,0.8015267175572519,0.4457274826789838,False
ㅇ,0.26463104325699743,0.4658828469452026,False
[BKSP],0.9007633587786259,0.6909510812513122,False
[BKSP],0.9083969465648855,0.6875918538736091,False
[MISS],0.9745547073791349,0.371824480369515,False
[MISS],0.45038167938931295,0.5733781230317027,False
[MISS],0.9541984732824428,0.5767373504094059,False
[BKSP],0.9465648854961832,0.5935334872979214,False
[BKSP],0.9338422391857506,0.6103296241864371,False
[BKSP],0.9363867684478372,0.6439218979634684,False
[MISS],0.9694656488549618,0.4625236195674995,False
[MISS],0.4529262086513995,0.5700188956539995,False
[BKSP],0.9567430025445293,0.6506403527188747,False
[BKSP],0.9389312977099237,0.6741549443627965,False
[BKSP],0.9363867684478372,0.6741549443627965,False
[BKSP],0.9440203562340967,0.6741549443627965,False
ㄴ,0.19338422391857507,0.475960529078312,False
ㅏ,0.7786259541984732,0.4658828469452026,False
ㄴ,0.1984732824427481,0.4524459374343901,False
ㅡ,0.7557251908396947,0.6439218979634684,False
ㄴ,0.2035623409669211,0.4524459374343901,False
[SPACE],0.40966921119592875,0.9093008608020156,False
ㅎ,0.48346055979643765,0.4860382112114214,False
ㅏ,0.7811704834605598,0.502834348099937,False
ㄴ,0.1984732824427481,0.475960529078312,False
ㄸ,0.24936386768447838,0.3113583875708587,True
ㅐ,0.8295165394402035,0.2744068864161243,False
[MISS],0.41475826972010177,0.9596892714675624,False
ㅇ,0.31297709923664124,0.4893974385891245,False
ㅣ,0.8702290076335878,0.4893974385891245,False
ㅊ,0.4173027989821883,0.6808733991182028,False
ㅓ,0.6743002544529262,0.4524459374343901,False
[BKSP],0.8804071246819338,0.6506403527188747,False
[BKSP],0.8982188295165394,0.6439218979634684,False
[BKSP],0.8982188295165394,0.6573588074742809,False
[SPACE],0.44529262086513993,0.9025824060466093,False
ㅇ,0.3231552162849873,0.48267898383371827,False
ㅣ,0.8753180661577609,0.4726013017006089,False
ㅓ,0.6946564885496184,0.4793197564560151,False
[BKSP],0.8956743002544529,0.6439218979634684,False
ㅊ,0.4173027989821883,0.6506403527188747,False
ㅓ,0.6641221374045801,0.49275666596682766,False
ㅇ,0.32061068702290074,0.4558051648120932,False
ㅇ,0.31297709923664124,0.4726013017006089,False
ㅛ,0.5725190839694656,0.24417384001679612,False
ㅇ,0.2875318066157761,0.4726013017006089,False
[SPACE],0.4402035623409669,0.8891454965357968,False
ㅅ,0.4681933842239186,0.3348729792147806,False
ㅓ,0.6870229007633588,0.4726013017006089,False
[MISS],0.15521628498727735,0.4893974385891245,False
ㄴ,0.21374045801526717,0.4994751207222339,False
ㅅ,0.45038167938931295,0.3012807054377493,False
[MISS],0.638676844783715,0.6472811253411715,False
ㄹ,0.40458015267175573,0.4692420743229057,False
[MISS],0.7353689567430025,0.6573588074742809,False
ㄹ,0.40966921119592875,0.48267898383371827,False
[BKSP],0.8982188295165394,0.711106445517531,False
[BKSP],0.8956743002544529,0.7144656728952341,False
ㅜ,0.6539440203562341,0.6640772622296872,False
[BKSP],0.9007633587786259,0.6976695360067184,False
[BKSP],0.9083969465648855,0.684232626495906,False
ㅅ,0.44274809160305345,0.3012807054377493,False
ㅠ,0.6361323155216285,0.6707957169850934,False
[BKSP],0.9033078880407125,0.7312618097837498,False
ㅜ,0.6768447837150128,0.684232626495906,False
ㄹ,0.3944020356234097,0.49611589334453077,False
ㅡ,0.7557251908396947,0.6170480789418433,False
ㄹ,0.38676844783715014,0.502834348099937,False
[SPACE],0.3969465648854962,0.895863951291203,False
ㅈ,0.1450381679389313,0.2878437959269368,False
ㅗ,0.6005089058524173,0.502834348099937,False
ㅎ,0.5165394402035624,0.502834348099937,False
ㅇ,0.272264631043257,0.4860382112114214,False
ㅏ,0.7862595419847328,0.5229897123661558,False
ㅎ,0.4961832061068702,0.49611589334453077,False
ㅐ,0.8346055979643766,0.28112534117153054,False
ㅆ,0.4707379134860051,0.29120302330463993,True
ㅇ,0.2926208651399491,0.4658828469452026,False
ㅓ,0.7022900763358778,0.475960529078312,False
ㅁ,0.0916030534351145,0.4591643921897963,False
ㅏ,0.8091603053435115,0.43564980054587443,False
ㅅ,0.4402035623409669,0.3113583875708587,False
ㅡ,0.7709923664122137,0.6439218979634684,False
ㅋ,0.18829516539440203,0.6741549443627965,False
ㅡ,0.7684478371501272,0.6405626705857653,False
ㅍ,0.5292620865139949,0.6674364896073903,False
ㅐ,0.8346055979643766,0.3012807054377493,False
ㄱ,0.36895674300254455,0.3079991601931556,False
ㄷ,0.25699745547073793,0.27104765903842115,False
ㅗ,0.5725190839694656,0.4793197564560151,False
[MISS],0.34096692111959287,0.9395339072013437,False
ㅈ,0.16030534351145037,0.3214360697039681,False
ㅗ,0.5903307888040712,0.502834348099937,False
[BKSP],0.9033078880407125,0.7010287633844215,False
[BKSP],0.9007633587786259,0.6943103086290153,False
[SPACE],0.42493638676844786,0.9059416334243124,False
ㅈ,0.16793893129770993,0.3281545244593743,False
ㅗ,0.5954198473282443,0.49275666596682766,False
ㅎ,0.49363867684478374,0.5162712576107495,False
ㅈ,0.15521628498727735,0.27104765903842115,False
ㅣ,0.9007633587786259,0.5229897123661558,False
ㅁ,0.06201171875,0.4984870120675278,False
ㅏ,0.805419921875,0.4879458770591104,False
ㅈ,0.12451171875,0.268337387309429,False
ㄷ,0.289794921875,0.29996129580389874,False
ㅏ,0.798583984375,0.4501738542141947,False
[SPACE],0.593017578125,0.8454706965181957,False
ㅇ,0.28466796875,0.46071524095722083,False
ㅓ,0.718505859375,0.4615927878034582,False
ㄹ,0.389892578125,0.4642292043613021,False
ㅁ,0.0615234375,0.4677426642961658,False
ㅏ,0.800537109375,0.4923388977170818,False
ㄴ,0.180908203125,0.5011234286253717,False
ㅏ,0.78125,0.4791615978854293,False
[SPACE],0.593994140625,0.8762150442895578,False
ㅁ,0.063232421875,0.4686202111424031,False
ㅏ,0.794189453125,0.4677426642961658,False
ㄴ,0.201416015625,0.5222054469075976,False
ㄴ,0.185302734375,0.4888249343130005,False
ㅏ,0.794677734375,0.4888249343130005,False
ㅆ,0.474853515625,0.2955680234113186,True
ㄷ,0.24658203125,0.2692149341556664,False
ㅓ,0.68408203125,0.5011234286253717,False
ㄹ,0.390869140625,0.469499520130902,False
ㅏ,0.775390625,0.4914595887285829,False
ㅈ,0.16666666666666666,0.27895906061567755,False
ㅓ,0.6948717948717948,0.48206918438590923,False
ㅇ,0.30256410256410254,0.4922246905744208,False
ㅏ,0.8025641025641026,0.4685285094678938,False
ㅇ,0.3128205128205128,0.5057653654924362,False
ㅣ,0.8846153846153846,0.42790648471384746,False
ㅈ,0.15897435897435896,0.2755738918861737,False
[BKSP],0.8871794871794871,0.6682534645086216,False
[BKSP],0.8948717948717949,0.6479424521315984,False
[BKSP],0.8923076923076924,0.6648682957791178,False
[BKSP],0.8897435897435897,0.6614831270496139,False
[BKSP],0.8897435897435897,0.6682534645086216,False
ㅈ,0.14102564102564102,0.27218872315666987,False
ㅓ,0.6948717948717948,0.45498783454987834,False
ㅇ,0.2948717948717949,0.4956098593039247,False
ㅅ,0.4666666666666667,0.26880355442716597,False
ㅏ,0.7666666666666667,0.48883952184491697,False
ㅇ,0.30256410256410254,0.5023801967629324,False
ㅣ,0.8974358974358975,0.44483232836136677,False
ㅈ,0.1564102564102564,0.26541838569766213,False
[MISS],0.7435897435897436,0.6479424521315984,False
ㅡ,0.7897435897435897,0.6716386332381254,False
ㄹ,0.4256410256410256,0.4922246905744208,False
ㅗ,0.5974358974358974,0.48206918438590923,False
[SPACE],0.6307692307692307,0.8578229133608378,False
ㅅ,0.45384615384615384,0.26541838569766213,False
ㅏ,0.8282051282051283,0.40082513487781657,False
